503,HD 221585,Radial Velocity,1.0,1173.0,2.306,0.123,,53.59,7.465,5620.0,1.19,,2016-05-19,HD 221585 b,,,511.7063,,2016.0,http://exoplanet.eu/catalog/hd_221585_b/,,,4.8,G8 IV,0.422
504,HD 222076,Radial Velocity,1.0,871.0,1.83,0.08,,83.5,7.459,4806.0,1.07,4.1,2016-12-01,HD 222076 b,,,495.8148,,2016.0,http://exoplanet.eu/catalog/hd_222076/,,,5.0,K0 III,0.929
505,HD 222155,Radial Velocity,1.0,3999.0,5.1,0.16,,50.45,7.114,5765.0,1.13,1.67,2014-05-14,HD 222155 b,,,603.85,,2011.0,http://exoplanet.eu/catalog/hd_222155_b/,http://exoplanets.org/detail/HD_222155_b,2012-09,4.2,G2 V,
506,HD 222582,Radial Velocity,1.0,572.38,1.347,0.725,,41.95,7.68,5727.0,0.99,,2014-07-23,HD 222582 b,,,2463.1,,1999.0,http://exoplanet.eu/catalog/hd_222582_b/,http://exoplanets.org/detail/HD_222582_b,2000-06,4.5,G5 V,
507,HD 224538,Radial Velocity,1.0,1189.1,2.28,0.464,,77.76,8.06,6097.0,1.34,1.54,2016-11-10,HD 224538 b,,,1897.4451,,2016.0,http://exoplanet.eu/catalog/hd_224538_b/,,,3.9,F9 IV/V,0.470
508,HD 224693,Radial Velocity,1.0,26.73,0.192,0.05,,94.07,8.216,6037.0,1.33,1.7,2014-11-19,HD 224693 b,,,225.65,,2006.0,http://exoplanet.eu/catalog/hd_224693_b/,http://exoplanets.org/detail/HD_224693_b,2006-08,4.2,G2 IV,
509,HD 22781,Radial Velocity,1.0,528.07,1.167,0.8191,,31.79,8.766,5027.0,0.75,,2014-05-14,HD 22781 b,,,4338.2,,2011.0,http://exoplanet.eu/catalog/hd_22781_b/,http://exoplanets.org/detail/HD_22781_b,2012-02,5.1,K1,
510,HD 23079,Radial Velocity,1.0,730.6,1.596,0.102,,34.6,7.12,5927.0,1.01,,2014-07-23,HD 23079 b,,,778.7,,2001.0,http://exoplanet.eu/catalog/hd_23079_b/,http://exoplanets.org/detail/HD_23079_b,2002-05,3.9,F8/G0 V,
511,HD 23127,Radial Velocity,1.0,1214.0,2.4,0.44,,89.13,8.55,,1.13,,2014-11-19,HD 23127 b,,,476.7,,2006.0,http://exoplanet.eu/catalog/hd_23127_b/,http://exoplanets.org/detail/HD_23127_b,2007-05,4.2,G2 V,
512,HD 231701,Radial Velocity,1.0,141.6,0.53,0.1,,108.46,8.97,6208.0,1.14,1.35,2014-11-19,HD 231701 b,,,343.24,,2007.0,http://exoplanet.eu/catalog/hd_231701_b/,http://exoplanets.org/detail/HD_231701_b,2007-11,3.8,F8 V,0.400
513,HD 233604,Radial Velocity,1.0,192.0,0.747,0.05,,,10.406,4791.0,1.5,10.9,2014-05-14,HD 233604 b,,,2089.644,,2013.0,http://exoplanet.eu/catalog/hd_233604_b/,,2013-06,5.5,K5,1.750
514,HD 23596,Radial Velocity,1.0,1561.0,2.772,0.266,,52.0,7.244,5904.0,1.16,,2014-05-14,HD 23596 b,,,2450.37,,2003.0,http://exoplanet.eu/catalog/hd_23596_b/,http://exoplanets.org/detail/HD_23596_b,2003-11,3.8,F8 V,
515,HD 240210,Radial Velocity,1.0,501.75,1.16,0.15,,,8.33,4297.0,0.82,,2014-11-19,HD 240210 b,,,1655.82,,2009.0,http://exoplanet.eu/catalog/hd_240210_b/,http://exoplanets.org/detail/HD_240210_b,2009-12,5.3,K3 III,1.550
516,HD 240237,Radial Velocity,1.0,745.7,1.9,0.4,,307.69,8.19,4361.0,1.69,32.0,2014-11-19,HD 240237 b,,,1684.4,,2011.0,http://exoplanet.eu/catalog/hd_240237_b/,http://exoplanets.org/detail/HD_240237_b,2012-01,5.2,K2 III,2.490
517,HD 24040,Radial Velocity,1.0,3668.0,4.92,0.04,,46.51,7.493,5853.0,1.18,,2014-05-14,HD 24040 b,,,1274.44,,2006.0,http://exoplanet.eu/catalog/hd_24040_b/,http://exoplanets.org/detail/HD_24040_b,2007-03,4.0,G0 V,
518,HD 24064,Radial Velocity,1.0,535.6,1.29,0.35,,264.4,6.75,4052.5,1.0,38.0,2015-10-15,HD 24064 b,,,2987.602,,2015.0,http://exoplanet.eu/catalog/hd_24064_b/,,,5.0,K0,
519,HD 25171,Radial Velocity,1.0,1845.0,3.02,0.08,,56.05,7.79,6160.0,1.09,1.18,2014-05-14,HD 25171 b,,,301.926,,2010.0,http://exoplanet.eu/catalog/hd_25171_b/,http://exoplanets.org/detail/HD_25171_b,2011-03,3.8,F8 V,0.276
520,HD 2638,Radial Velocity,1.0,3.4442,0.044,0.0,,53.71,9.375,5192.0,0.93,,2014-11-19,HD 2638 b,,,152.55,,2005.0,http://exoplanet.eu/catalog/hd_2638_b/,http://exoplanets.org/detail/HD_2638_b,2005-08,4.5,G5,-0.330
521,HD 27442,Radial Velocity,1.0,428.1,1.271,0.06,,18.24,4.44,4846.0,1.23,,2014-07-23,HD 27442 b,,,495.8,,2000.0,http://exoplanet.eu/catalog/hd_27442_b/,http://exoplanets.org/detail/epsilon_Ret_b,2001-07,5.15,K1/2 III,
522,HD 27631,Radial Velocity,1.0,2208.0,3.25,0.12,,44.54,8.243,5737.0,0.94,1.0,2014-05-14,HD 27631 b,,,460.83,,2012.0,http://exoplanet.eu/catalog/hd_27631_b/,,2013-03,4.3,G3 IV-V,-0.056
523,HD 27894,Radial Velocity,1.0,17.9904,0.125,0.0486,,42.37,9.349,4875.0,0.8,,2015-04-16,HD 27894 b,,,205.0,,2005.0,http://exoplanet.eu/catalog/hd_27894_b/,http://exoplanets.org/detail/HD_27894_b,2005-08,5.2,K2 V,-0.449
524,HD 28185,Radial Velocity,1.0,385.9,1.032,0.092,,39.6,7.81,5546.0,0.98,,2014-05-14,HD 28185 b,,,1776.59,,2001.0,http://exoplanet.eu/catalog/hd_28185_b/,http://exoplanets.org/detail/HD_28185_b,2001-12,4.5,G5,
525,HD 28254,Radial Velocity,1.0,1116.0,2.15,0.81,,54.7,7.684,5664.0,1.06,1.48,2014-11-19,HD 28254 b,,,368.67,,2010.0,http://exoplanet.eu/catalog/hd_28254_b/,http://exoplanets.org/detail/HD_28254_b,2010-11,4.1,G1 IV/V,0.340
526,HD 285507,Radial Velocity,1.0,6.0881,,0.086,,42.43,10.267,4503.0,0.73,0.66,2014-05-14,HD 285507 b,,,291.438,,2013.0,http://exoplanet.eu/catalog/hd_285507/,,2014-05,5.45,K4.5 V,
527,HD 285968,Radial Velocity,1.0,8.7836,0.066,0.0,,9.42,9.97,3679.0,0.45,0.45,2014-11-19,HD 285968 b,450.0,,8.4,,2008.0,http://exoplanet.eu/catalog/gj_176_b/,http://exoplanets.org/detail/GJ_176_b,2009-01,6.2,M2 V,-1.472
528,HD 28678,Radial Velocity,1.0,387.1,1.25,0.168,,168.92,8.54,5076.0,1.74,6.2,2014-05-14,HD 28678 b,,,540.3,,2011.0,http://exoplanet.eu/catalog/hd_28678_b/,http://exoplanets.org/detail/HD_28678_b,2011-12,4.8,G8 IV,1.360
529,HD 290327,Radial Velocity,1.0,2443.0,3.43,0.08,,56.7,8.99,5552.0,0.9,1.0,2014-11-19,HD 290327 b,,,807.25,,2009.0,http://exoplanet.eu/catalog/hd_290327_b/,http://exoplanets.org/detail/HD_290327_b,2010-11,4.8,G8 V,-0.140
530,HD 2952,Radial Velocity,1.0,311.6,1.2,0.129,,115.21,5.922,4844.0,2.54,12.02,2014-05-14,HD 2952 b,,,508.5,,2013.0,http://exoplanet.eu/catalog/hd_2952_b/,http://exoplanets.org/detail/HD_2952_b,2013-08,5.0,K0 III,1.850
531,HD 30177,Radial Velocity,2.0,2524.4,3.58,0.184,,54.71,8.374,5580.0,0.99,,2016-12-21,HD 30177 b,,,2568.0664,,2002.0,http://exoplanet.eu/catalog/hd_30177_b/,http://exoplanets.org/detail/HD_30177_b,2003-04,4.8,G8 V,
532,HD 30177,Radial Velocity,2.0,11613.0,9.89,0.22,,54.71,8.374,5580.0,0.99,,2016-12-21,HD 30177 c,,,2415.508,,2016.0,http://exoplanet.eu/catalog/hd_30177_c/,,,4.8,G8 V,
533,HD 30562,Radial Velocity,1.0,1159.2,2.315,0.778,,26.5,5.78,5994.0,1.23,1.53,2014-05-14,HD 30562 b,,,436.362,,2009.0,http://exoplanet.eu/catalog/hd_30562_b/,http://exoplanets.org/detail/HD_30562_b,2009-10,3.8,F8 V,
534,HD 30669,Radial Velocity,1.0,1684.0,2.69,0.18,,57.1,9.11,5400.0,0.92,0.91,2015-01-08,HD 30669 b,,,149.37,,2014.0,http://exoplanet.eu/catalog/hd_30669_b/,,2015-04,4.9,G9 V,
535,HD 30856,Radial Velocity,1.0,912.0,1.8,0.117,,121.07,8.07,4982.0,1.35,4.2,2014-05-14,HD 30856 b,,,572.1,,2011.0,http://exoplanet.eu/catalog/hd_30856_b/,http://exoplanets.org/detail/HD_30856_b,2011-12,5.0,K0 III,0.996
536,HD 31253,Radial Velocity,1.0,466.0,1.26,0.3,,53.82,7.133,5960.0,1.23,1.71,2014-05-14,HD 31253 b,,,158.908,,2010.0,http://exoplanet.eu/catalog/hd_31253_b/,http://exoplanets.org/detail/HD_31253_b,2011-02,3.8,F8,0.517
537,HD 3167,Transit,2.0,0.959628,,,,45.8,8.94,5370.0,0.88,0.83,2016-09-08,HD 3167 b,1860.0,,,1.557,2016.0,http://exoplanet.eu/catalog/hd_3167_b/,,,5.0,K0 V,
538,HD 3167,Transit,2.0,29.8454,,,,45.8,8.94,5370.0,0.88,0.83,2016-09-08,HD 3167 c,500.0,,,2.85,2016.0,http://exoplanet.eu/catalog/hd_3167_c/,,,5.0,K0 V,
539,HD 32518,Radial Velocity,1.0,157.54,0.59,0.01,,117.37,6.421,4580.0,1.13,10.22,2014-05-14,HD 32518 b,,,966.16,,2009.0,http://exoplanet.eu/catalog/hd_32518_b/,http://exoplanets.org/detail/HD_32518_b,2009-10,5.1,K1 III,
540,HD 32963,Radial Velocity,1.0,2372.0,3.41,0.07,,35.24,7.6,5727.0,0.94,,2016-01-05,HD 32963 b,,,222.481,,2015.0,http://exoplanet.eu/catalog/hd_32963_b/,,,4.5,G5,
541,HD 330075,Radial Velocity,1.0,3.38773,0.039,0.0,,50.2,9.334,5017.0,0.7,,2014-11-19,HD 330075 b,990.0,,197.05,,2004.0,http://exoplanet.eu/catalog/hd_330075_b/,http://exoplanets.org/detail/HD_330075_b,2004-08,5.1,K1,-0.330
542,HD 33142,Radial Velocity,1.0,326.6,1.06,0.12,,136.8,8.13,5052.0,1.48,4.2,2014-05-14,HD 33142 b,,,413.2,,2011.0,http://exoplanet.eu/catalog/hd_33142_b/,http://exoplanets.org/detail/HD_33142_b,2011-12,5.0,K0 III,1.021
543,HD 33283,Radial Velocity,1.0,18.179,0.145,0.48,,86.88,8.051,5995.0,1.24,1.2,2014-11-19,HD 33283 b,,,104.88,,2006.0,http://exoplanet.eu/catalog/hd_33283_b/,http://exoplanets.org/detail/HD_33283_b,2006-08,4.3,G3 V,
544,HD 33564,Radial Velocity,1.0,388.0,1.1,0.34,,20.98,5.08,6250.0,1.25,,2014-12-03,HD 33564 b,,,2892.1,,2005.0,http://exoplanet.eu/catalog/hd_33564_b/,http://exoplanets.org/detail/HD_33564_b,2005-12,3.7,F7 V,
545,HD 33844,Radial Velocity,2.0,551.4,1.6,0.15,,100.9,7.286,4861.0,1.78,5.29,2016-01-14,HD 33844 b,,,622.9468,,2015.0,http://exoplanet.eu/catalog/hd_33844_b/,,,5.0,K0 III,1.149
546,HD 33844,Radial Velocity,2.0,916.0,2.24,0.13,,100.9,7.286,4861.0,1.78,5.29,2016-01-14,HD 33844 c,,,556.2025,,2015.0,http://exoplanet.eu/catalog/hd_33844_c/,,,5.0,K0 III,1.149
547,HD 34445,Radial Velocity,1.0,1049.0,2.07,0.27,,45.01,7.328,5836.0,1.07,1.38,2014-05-14,HD 34445 b,,,250.0,,2009.0,http://exoplanet.eu/catalog/hd_34445_b/,http://exoplanets.org/detail/HD_34445_b,2010-10,4.0,G0,0.303
548,HD 35759,Radial Velocity,1.0,82.467,0.389,0.389,,72.5,7.74,6060.0,1.15,,2016-02-25,HD 35759 b,,,1195.0408,,2016.0,http://exoplanet.eu/catalog/hd_35759_b/,,,4.0,G0,
549,HD 3651,Radial Velocity,1.0,62.218,0.295,0.596,,11.1,5.86,5221.0,0.88,,2014-05-14,HD 3651 b,,,72.78,,2003.0,http://exoplanet.eu/catalog/hd_3651_b/,http://exoplanets.org/detail/HD_3651_b,2003-06,5.0,K0 V,
550,HD 37124,Radial Velocity,3.0,154.378,0.53364,0.054,,33.24,7.7,,0.85,,2016-08-18,HD 37124 b,,,214.53525,,2002.0,http://exoplanet.eu/catalog/hd_37124_b/,http://exoplanets.org/detail/HD_37124_b,2003-01,4.4,G4 V,
551,HD 37124,Radial Velocity,3.0,885.5,1.71,0.125,,33.24,7.7,,0.85,,2016-08-18,HD 37124 c,,,207.22516,,2002.0,http://exoplanet.eu/catalog/hd_37124_c/,http://exoplanets.org/detail/HD_37124_c,2003-01,4.4,G4 V,
552,HD 37124,Radial Velocity,3.0,1862.0,2.807,0.16,,33.24,7.7,,0.85,,2016-08-18,HD 37124 d,,,221.20968,,2005.0,http://exoplanet.eu/catalog/hd_37124_d/,http://exoplanets.org/detail/HD_37124_d,2005-10,4.4,G4 V,
553,HD 37605,Radial Velocity,2.0,55.01307,0.2831,0.6767,,42.88,8.661,5448.0,1.0,0.9,2015-02-05,HD 37605 b,,,890.522,,2004.0,http://exoplanet.eu/catalog/hd_37605_b/,http://exoplanets.org/detail/HD_37605_b,2004-08,5.0,K0 V,-0.229
554,HD 37605,Radial Velocity,2.0,2720.0,3.814,0.013,,42.88,8.661,5448.0,1.0,0.9,2014-05-14,HD 37605 c,,,1069.771,,2012.0,http://exoplanet.eu/catalog/hd_37605_c/,http://exoplanets.org/detail/HD_37605_c,2012-12,5.0,K0 V,-0.229
555,HD 38283,Radial Velocity,1.0,363.2,1.02,0.41,,37.78,6.696,5998.0,1.08,,2015-09-10,HD 38283 b,,,108.0622,,2010.0,http://exoplanet.eu/catalog/hd_38283_b/,http://exoplanets.org/detail/HD_38283_b,2011-05,4.05,G0/1 V,
556,HD 38529,Radial Velocity,2.0,14.3098,0.131,0.257,,42.4,5.95,5697.0,1.48,,2014-05-14,HD 38529 b,,,266.64813,,2000.0,http://exoplanet.eu/catalog/hd_38529_b/,http://exoplanets.org/detail/HD_38529_b,2001-04,4.4,G4 IV,
557,HD 38529,Radial Velocity,2.0,2140.2,3.712,0.341,,42.4,5.95,5697.0,1.48,,2014-05-14,HD 38529 c,,,4252.39,,2000.0,http://exoplanet.eu/catalog/hd_38529_c/,http://exoplanets.org/detail/HD_38529_c,2001-04,4.4,G4 IV,
558,HD 38801,Radial Velocity,1.0,696.3,1.7,0.0,,99.4,8.269,5222.0,1.36,2.53,2014-05-14,HD 38801 b,,,3400.64,,2009.0,http://exoplanet.eu/catalog/hd_38801_b/,http://exoplanets.org/detail/HD_38801_b,2010-05,4.8,G8 IV,0.659
559,HD 39091,Radial Velocity,1.0,2151.0,3.38,0.6405,,18.21,5.65,5950.0,1.1,,2014-07-23,HD 39091 b,,,3264.0,,2001.0,http://exoplanet.eu/catalog/hd_39091_b/,http://exoplanets.org/detail/HD_39091_b,2002-07,4.1,G1 V,
560,HD 40307,Radial Velocity,5.0,4.3123,0.0468,0.2,,12.83,7.17,4956.0,0.77,,2014-05-14,HD 40307 b,,,4.0,,2009.0,http://exoplanet.eu/catalog/hd_40307_b/,http://exoplanets.org/detail/HD_40307_b,2009-01,5.3,K3 V,-0.639
561,HD 40307,Radial Velocity,5.0,9.6184,0.0799,0.06,,12.83,7.17,4956.0,0.77,,2014-05-14,HD 40307 c,,,6.6,,2009.0,http://exoplanet.eu/catalog/hd_40307_c/,http://exoplanets.org/detail/HD_40307_c,2009-01,5.3,K3 V,-0.639
562,HD 40307,Radial Velocity,5.0,20.432,0.1321,0.07,,12.83,7.17,4956.0,0.77,,2014-05-14,HD 40307 d,,,9.5,,2009.0,http://exoplanet.eu/catalog/hd_40307_d/,http://exoplanets.org/detail/HD_40307_d,2009-01,5.3,K3 V,-0.639
563,HD 40307,Radial Velocity,5.0,51.76,0.247,0.02,,12.83,7.17,4956.0,0.77,,2014-05-14,HD 40307 f,,,5.2,,2013.0,http://exoplanet.eu/catalog/hd_40307_f/,,2013-01,5.3,K3 V,-0.639
564,HD 40307,Radial Velocity,5.0,197.8,0.6,0.29,,12.83,7.17,4956.0,0.77,,2014-05-14,HD 40307 g,227.0,0.68,7.1,1.8,2013.0,http://exoplanet.eu/catalog/hd_40307_g/,,2013-01,5.3,K3 V,-0.639565,HD 40979,Radial Velocity,1.0,264.15,0.846,0.252,,33.3,6.735,6089.0,1.15,,2014-05-14,HD 40979 b,,,1274.44,,2002.0,http://exoplanet.eu/catalog/hd_40979_b/,http://exoplanets.org/detail/HD_40979_b,2003-04,3.8,F8 V,
566,HD 41004 A,Radial Velocity,1.0,963.0,,0.74,,43.03,8.65,5010.0,0.7,,2014-12-03,HD 41004 A b,,,807.25,,2004.0,http://exoplanet.eu/catalog/hd_41004_a_b/,,2004-11,5.15,K1/K2 V,-0.187
567,HD 41004 B,Radial Velocity,1.0,1.3283,,0.081,,43.03,,,0.4,,2014-12-03,HD 41004 B b,,,5838.29,,2003.0,http://exoplanet.eu/catalog/hd_41004_b_b/,,2003-06,6.2,M2 V,
568,HD 4113,Radial Velocity,1.0,526.62,1.28,0.903,,44.05,7.881,5688.0,0.99,,2014-12-03,HD 4113 b,,,495.79,,2007.0,http://exoplanet.eu/catalog/hd_4113_b/,http://exoplanets.org/detail/HD_4113_b,2008-03,4.5,G5,0.086
569,HD 4203,Radial Velocity,2.0,437.05,1.1735,0.52,,77.82,8.687,5702.0,1.13,,2014-05-14,HD 4203 b,,,578.43,,2001.0,http://exoplanet.eu/catalog/hd_4203_b/,http://exoplanets.org/detail/HD_4203_b,2002-03,4.5,G5,
570,HD 4203,Radial Velocity,2.0,6700.0,6.95,0.24,,77.82,8.687,5702.0,1.13,,2014-05-14,HD 4203 c,,,689.66,,2014.0,http://exoplanet.eu/catalog/hd_4203_c/,,2014-04,4.5,G5,
571,HD 4208,Radial Velocity,1.0,828.0,1.65,0.052,,32.7,7.78,5600.0,0.87,,2014-07-23,HD 4208 b,,,255.5,,2001.0,http://exoplanet.eu/catalog/hd_4208_b/,http://exoplanets.org/detail/HD_4208_b,2002-03,4.5,G5 V,
572,HD 42618,Radial Velocity,1.0,149.61,0.554,0.19,,23.5,6.839,5727.0,1.01,1.0,2016-10-27,HD 42618 b,337.0,3.16,14.4,,2016.0,http://exoplanet.eu/catalog/hd_42618_b/,,2016-10,4.4,G4 V,-0.009
573,HD 4308,Radial Velocity,1.0,15.56,0.115,0.0,,21.85,6.56,5685.0,0.83,,2014-12-03,HD 4308 b,,,14.0475,,2005.0,http://exoplanet.eu/catalog/hd_4308_b/,http://exoplanets.org/detail/HD_4308_b,2006-02,4.5,G5 V,-0.004
574,HD 4313,Radial Velocity,1.0,356.0,1.19,0.041,,131.41,7.822,5035.0,1.72,4.9,2014-05-14,HD 4313 b,,,730.978,,2009.0,http://exoplanet.eu/catalog/hd_4313_b/,http://exoplanets.org/detail/HD_4313_b,2010-05,4.5,G5,1.149
575,HD 43197,Radial Velocity,1.0,327.8,0.92,0.83,,56.3,8.98,5508.0,0.96,1.0,2014-12-03,HD 43197 b,,,190.69,,2010.0,http://exoplanet.eu/catalog/hd_43197_b/,http://exoplanets.org/detail/HD_43197_b,2010-11,4.8,G8 V,-0.137
576,HD 43691,Radial Velocity,1.0,36.96,0.24,0.14,,93.2,8.03,6200.0,1.38,,2015-01-22,HD 43691 b,,,791.36,,2007.0,http://exoplanet.eu/catalog/hd_43691_b/,http://exoplanets.org/detail/HD_43691_b,2007-10,4.0,G0 IV,
577,HD 44219,Radial Velocity,1.0,472.3,1.19,0.61,,50.4,7.69,5752.0,1.0,1.32,2015-01-22,HD 44219 b,,,184.33,,2010.0,http://exoplanet.eu/catalog/hd_44219_b/,http://exoplanets.org/detail/HD_44219_b,2010-11,4.2,G2 V,0.260
578,HD 45350,Radial Velocity,1.0,963.6,1.92,0.778,,48.95,7.885,5616.0,1.02,,2014-09-18,HD 45350 b,,,568.89,,2004.0,http://exoplanet.eu/catalog/hd_45350_b/,http://exoplanets.org/detail/HD_45350_b,2005-01,4.5,G5 V,
579,HD 45364,Radial Velocity,2.0,226.93,0.6813,0.1684,,32.58,8.062,,,,2014-05-14,HD 45364 b,,,59.4953,,2008.0,http://exoplanet.eu/catalog/hd_45364_b/,http://exoplanets.org/detail/HD_45364_b,2009-03,5.0,K0 V,
580,HD 45364,Radial Velocity,2.0,342.85,0.8972,0.0974,,32.58,8.062,,,,2014-05-14,HD 45364 c,,,209.0915,,2008.0,http://exoplanet.eu/catalog/hd_45364_c/,http://exoplanets.org/detail/HD_45364_c,2009-03,5.0,K0 V,
581,HD 45652,Radial Velocity,1.0,43.6,0.23,0.38,,36.14,8.127,5312.0,0.83,,2015-03-26,HD 45652 b,,,150.0,,2008.0,http://exoplanet.eu/catalog/hd_45652_b/,http://exoplanets.org/detail/HD_45652_b,2008-08,4.9,G8-K0,
582,HD 46375,Radial Velocity,1.0,3.023573,0.0398,0.063,,33.41,7.912,5285.0,0.92,,2014-07-23,HD 46375 b,,,71.8,,2000.0,http://exoplanet.eu/catalog/hd_46375_b/,http://exoplanets.org/detail/HD_46375_b,2000-06,5.1,K1 IV-V,
583,HD 47186,Radial Velocity,2.0,4.0845,0.05,0.038,,37.84,7.626,5675.0,0.99,,2015-03-26,HD 47186 b,,,22.78,,2008.0,http://exoplanet.eu/catalog/hd_47186_b/,http://exoplanets.org/detail/HD_47186_b,2009-03,4.5,G5 V,
584,HD 47186,Radial Velocity,2.0,1353.6,2.395,0.249,,37.84,7.626,5675.0,0.99,,2015-03-26,HD 47186 c,,,111.42,,2008.0,http://exoplanet.eu/catalog/hd_47186_c/,http://exoplanets.org/detail/HD_47186_c,2009-03,4.5,G5 V,
585,HD 4732,Radial Velocity,2.0,360.2,1.19,0.13,,56.5,5.89,4959.0,1.74,5.4,2014-05-14,HD 4732 b,,,753.23,,2012.0,http://exoplanet.eu/catalog/hd_4732_b/,http://exoplanets.org/detail/HD_4732_b,2013-01,5.0,K0 IV,1.190
586,HD 4732,Radial Velocity,2.0,2732.0,4.6,0.23,,56.5,5.89,4959.0,1.74,5.4,2014-05-14,HD 4732 c,,,753.23,,2012.0,http://exoplanet.eu/catalog/hd_4732_c/,http://exoplanets.org/detail/HD_4732_c,2013-01,5.0,K0 IV,1.190
587,HD 47536,Radial Velocity,1.0,712.13,1.93,0.2,,121.36,5.25,4424.0,0.91,22.39,2015-03-26,HD 47536 b,,,2330.0,,2002.0,http://exoplanet.eu/catalog/hd_47536_b/,,2003-02,5.1,K1 III,2.270
588,HD 48265,Radial Velocity,1.0,780.3,1.81,0.08,,85.4,8.05,5650.0,1.28,2.05,2016-11-10,HD 48265 b,,,467.2101,,2008.0,http://exoplanet.eu/catalog/hd_48265_b/,http://exoplanets.org/detail/HD_48265_b,2009-03,4.5,G5 IV/V,0.584
589,HD 49674,Radial Velocity,1.0,4.94737,0.058,0.087,,40.73,8.1,5662.0,1.06,,2014-07-23,HD 49674 b,,,33.4,,2002.0,http://exoplanet.eu/catalog/hd_49674_b/,http://exoplanets.org/detail/HD_49674_b,2003-01,4.5,G5 V,
590,HD 50499,Radial Velocity,1.0,2482.7,3.86,0.23,,47.26,7.195,,1.24,,2014-12-17,HD 50499 b,,,543.47,,2005.0,http://exoplanet.eu/catalog/hd_50499_b/,http://exoplanets.org/detail/HD_50499_b,2005-10,4.1,G0/2 V,
591,HD 50554,Radial Velocity,1.0,1293.0,2.353,0.501,,31.03,6.84,5987.0,1.04,1.02,2014-11-19,HD 50554 b,,,1574.464,,2002.0,http://exoplanet.eu/catalog/hd_50554_b/,http://exoplanets.org/detail/HD_50554_b,2002-05,3.8,F8,0.143
592,HD 52265,Radial Velocity,1.0,119.6,0.5,0.35,,28.07,6.3,6060.0,1.18,1.1,2015-03-26,HD 52265 b,405.0,,334.0,,2000.0,http://exoplanet.eu/catalog/hd_52265_b/,http://exoplanets.org/detail/HD_52265_b,2000-12,4.0,G0 V,0.297
593,HD 5319,Radial Velocity,2.0,641.0,1.6697,0.02,,114.0,8.05,4958.0,1.51,3.85,2014-12-03,HD 5319 b,,,559.36,,2007.0,http://exoplanet.eu/catalog/hd_5319_b/,http://exoplanets.org/detail/HD_5319_b,2007-12,5.3,K3 IV,0.908
594,HD 5319,Radial Velocity,2.0,886.0,2.071,0.15,,114.0,8.05,4958.0,1.51,3.85,2014-12-03,HD 5319 c,,,365.49,,2014.0,http://exoplanet.eu/catalog/hd_5319_c/,,2015-01,5.3,K3 IV,0.908
595,HD 5583,Radial Velocity,1.0,139.35,0.53,0.076,,221.0,7.6,4830.0,1.01,9.09,2016-02-04,HD 5583 b,,,1837.0574,,2016.0,http://exoplanet.eu/catalog/hd_5583_b/,,,,,1.610
596,HD 5608,Radial Velocity,1.0,792.6,1.9,0.19,,58.17,5.98,4854.0,1.55,5.5,2015-09-03,HD 5608 b,,,444.962,,2012.0,http://exoplanet.eu/catalog/hd_5608_b/,http://exoplanets.org/detail/HD_5608_b,2012-12,5.0,K0,1.179
597,HD 564,Radial Velocity,1.0,492.3,1.2,0.096,,53.6,8.29,5902.0,0.96,1.01,2015-01-08,HD 564 b,,,104.88,,2014.0,http://exoplanet.eu/catalog/hd_564_b/,,2015-04,4.25,G2/G3 V,
598,HD 5891,Radial Velocity,1.0,177.11,0.76,0.066,,150.6,8.25,4907.0,1.91,8.7,2014-05-14,HD 5891 b,,,2415.4,,2011.0,http://exoplanet.eu/catalog/hd_5891_b/,http://exoplanets.org/detail/HD_5891_b,2011-12,4.5,G5,1.595
599,HD 59686 A,Radial Velocity,1.0,299.36,1.086,0.05,,96.8,5.442,4658.0,1.9,13.2,2016-08-12,HD 59686 A b,,,2199.3836,,2016.0,http://exoplanet.eu/catalog/hd_59686_a_b/,,,5.2,K2 III,
600,HD 60532,Radial Velocity,2.0,201.9,0.77,0.26,,25.3,4.44,6245.0,1.5,2.57,2016-09-08,HD 60532 b,,,336.8998,,2008.0,http://exoplanet.eu/catalog/hd_60532_b/,http://exoplanets.org/detail/HD_60532_b,2008-12,3.6,F6 IV,
601,HD 60532,Radial Velocity,2.0,600.1,1.6,0.03,,25.3,4.44,6245.0,1.5,2.57,2016-09-08,HD 60532 c,,,797.7533,,2008.0,http://exoplanet.eu/catalog/hd_60532_c/,http://exoplanets.org/detail/HD_60532_c,2008-12,3.6,F6 IV,
602,HD 62509,Radial Velocity,1.0,589.64,1.64,0.02,,10.34,1.14,4946.0,2.1,8.31,2015-03-26,HD 62509 b,,,731.0,,2006.0,http://exoplanet.eu/catalog/hd_62509_b/,http://exoplanets.org/detail/beta_Gem_b,2006-10,5.0,K0 III,1.590
603,HD 63454,Radial Velocity,1.0,2.818049,0.0368,0.0,,35.8,9.37,4840.0,0.84,1.05,2015-03-26,HD 63454 b,,,126.0,12.31,2005.0,http://exoplanet.eu/catalog/hd_63454_b/,http://exoplanets.org/detail/HD_63454_b,2005-08,5.4,K4 V,
604,HD 63765,Radial Velocity,1.0,358.0,0.94,0.24,,32.62,8.104,,,,2014-05-14,HD 63765 b,,,203.4,,2009.0,http://exoplanet.eu/catalog/hd_63765_b/,http://exoplanets.org/detail/HD_63765_b,2011-11,4.6,G6 IV/V,
